state,account_length,area_code,phone_number,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls
-0.01799758734749907,0.0032131000000792404,0.0011556256778520813,0.00019443320140457234,-0.03388775108646129,0.003619092124149468,0.0019385702506731076,-0.015185151376398517,-0.004612468112444326,-0.014433402098467272,-0.01056749893777163,-0.0037790643920746613,-0.0024772901836597506,0.0007652831634573947,-0.0022740805848200556,-0.0014607460904866097,-0.005388744178216587,0.03954633605716146,-0.0001969867989520123,-0.022511667402379764
0.004411010756751853,-0.003027320044356486,0.000908315342895969,-0.005889382218715759,-0.043613706750685356,0.00021597858487637395,0.0015345548380979743,-0.037411089396247044,0.0019315758389548755,-0.038572732774945,-0.005646439648905139,0.008141343849761076,0.001120204773169877,-0.00671009105030944,-0.0006032970404023546,-0.004138673343426336,0.02869032808002905,-0.009847907498459107,0.015131664951808774,-0.02096433469419554
-0.0011321570741997138,-0.0014286290237392112,-1.2393788454944313e-05,-0.0020429605376775556,-0.012177642765061227,-0.006983893367368537,-0.00576281738654616,-0.011756819732156107,-0.004290918371694984,-0.012843583882985891,-0.000176544076783872,-0.00290761610893972,-0.007435607676183179,-0.004149845970684465,-0.002755895860508258,-0.003140160161873305,-0.008717215552591003,-0.0073832159493818685,-0.0034719063949069863,-0.035770173315529986
-0.0025826621396090235,-0.0029253475414486876,0.00021626426825578635,-0.0063529331948217315,-0.010002171966374132,-0.01155586083319931,-0.007350985919465179,-0.02664534162230971,-0.005167189766395334,-0.023158436176467,0.011362317833475237,-0.001666052323113514,0.008120657328911901,-0.00658337117619834,-0.004802258118321146,-0.013333127100875907,-0.0030268456141864463,-0.007019623244731145,-0.002022537715639495,-0.01984449197475387
0.03032136185887495,0.0025407233002056827,0.005706841941582361,0.0028705755595118797,-0.02018405701465848,0.005843239889341167,0.008773235955043089,0.03486451469859533,-0.005877443093495285,0.01978482880669273,0.014573961245728458,-0.002360163259834767,0.012982394256390674,0.00473420985011821,0.02966195089083487,0.0044810056111210415,0.07641826452858962,-0.0024690836059712974,0.05236101673638549,0.40063260674276646
0.007681297920696459,0.005440174702136486,0.00021577869860491412,-0.004730846933346226,-0.016045723899331274,0.0013848690556704734,0.0012815922308393917,-0.018619444703651237,-0.005889705007128715,-0.022401948739630372,-0.012019102399299552,0.004671011343061367,-0.005841098435311687,-0.001020022422950454,-0.005021367308000076,0.0006462146952130074,-0.00013217963344575314,-0.009148589598059188,-0.0028190709344223176,-0.04197183585242959
-0.010444885879639605,0.000775124627407699,0.00012149826335746025,-0.00034533515430516023,-0.033756969313158594,0.002404536210590121,0.0019582037623872258,-0.025372034258430175,-0.003480403035919673,-0.022458252439185818,-0.013535411153147206,-0.0008482313016206839,-0.0034157677999844187,-0.004978141893846713,-0.0006732909140546978,-0.006739603397659832,-0.008779439868734163,0.02168271014307352,-0.0024954312256856535,-0.023958872368710474
0.006123514592291846,-0.004645384196408875,-0.001123111450569195,-0.0061181936400599435,-0.010129029763348951,-0.018002461607332737,-0.014540917910435276,-0.0003788352011021524,-0.010377495848687754,-0.002930113818122586,0.0101743410005932,-0.003910473850765918,0.011225407138015146,-0.011025758759761368,0.00044229374219917464,-0.005932613602976672,-0.00951803202701842,-0.004565244842870331,-0.008169473084892949,-0.020938414536565177
-0.012895508667594327,0.00024160956878148973,0.0003091262681488261,0.00025575007334919294,-0.03232579275962471,0.0022587788727235236,0.0006614430812630671,-0.023829898589600235,-0.005993785163974209,-0.020118395582268765,-0.0045420098699869805,-0.0031943087824575353,-0.009594378971487712,-0.0022793984641282534,0.0032867858873035453,-0.0017272379847905423,-0.009413243404541216,0.02167860849158048,-0.005842064717405745,-0.03127607628255665
0.001202113048377438,-0.007349979891657747,-0.0003678498665838424,-0.0030786751178596364,-0.018960944084909018,0.0005619697169339257,0.0018319504437284415,-0.020118890378283998,0.0005748552548989871,-0.022372286017950296,-0.008741157109284683,0.013873123843542511,-0.00643442207696392,0.009596789572880635,0.0057599201983174675,0.015035402445542878,0.0003651550320133147,-0.009454737400879739,-0.0006313814934534182,-0.03563095423326403
